Year,Month,DoM,DoY,NEE_f,NEE_sqc,LE_f,LE_sqc,H_f,H_sqc,Rg_f,Rg_sqc,VPD_f,VPD_sqc,rH_f,rH_sqc,Tair_f,Tair_sqc,GPP_f,Reco
--,--,--,--,umol_m-2_s-1,--,Wm-2,--,Wm-2,--,Wm-2,--,hPa,--,%,--,degC,--,umol_m-2_s-1,umol_m-2_s-1
2023,1,12,12,0.196704649351511,0,9.19014422222222,0,-3.23675646969354,0,9.82119130824373,0,0.0821809290747378,0,97.7919830504479,0,-8.5596099537037,0,-0.0879092156526139,0.108795433698898
2023,1,13,13,0.292160999280382,0,3.74778472470172,0,0.0203527391608511,0,21.4070516664694,0,0.030978819039103,0,98.5961460178929,0,-14.8782149625967,0,-0.262600055953362,0.0295609433270205
2023,1,14,14,0.238944837475507,0,2.41199981603954,0,0.000798171904667002,0,16.9658408292967,0,0.0116600984339243,0,99.3212996438145,0,-10.6159636338088,0,-0.156840643188855,0.0821041942866517
2023,1,15,15,0.160112687152778,0,2.10825656423611,0,-1.72527128159722,0,12.6127222222222,0,0.00602933952822465,0,99.7073927388504,0,-5.55131947848584,0,-0.0341455440497463,0.125967143103031
2023,1,16,16,0.151364330392163,0.333333333333333,2.38909570025385,0.354166666666667,-1.95158936578338,0.395833333333333,12.5732847222222,0.4375,0.00770379263854933,0.354166666666667,99.7172296953253,0.354166666666667,-4.67868852373155,0.354166666666667,-0.0422478494591279,0.109116480933035
2023,1,17,17,0.303700744996609,0.604166666666667,2.24794999520082,0.666666666666667,-2.39697205190735,0.770833333333333,12.2295833333333,1,0.0162518064216703,0.333333333333333,99.5955174450262,0.333333333333333,-3.71048290616245,0.3125,-0.200453185115587,0.103247559881022
2023,1,18,18,0.505726094911203,0.229166666666667,0.75849363886098,0.208333333333333,-1.93647627999321,0.4375,7.48125,1,8.76576729377234e-05,0,99.9981771992132,0,-3.23900755687143,0,-0.400495967968778,0.105230126942426
2023,1,19,19,0.656556979726368,0,0.279266222958603,0,-2.2697936298951,0,7.47651388888889,0.3125,0.000107198063495601,0,99.9977775470444,0,-3.12641675801051,0,-0.553651837880841,0.102905141845527
2023,1,20,20,0.477792870698601,0,1.30857688264877,0,-2.90930597209821,0,14.2581282242063,0,0.000707779222199736,0,99.9844803184146,0,-3.36803968253968,0,-0.381524066012627,0.0962688046859743
2023,1,21,21,0.366665255684796,0,1.9449960139881,0,-1.74543553125,0,20.7714097222222,0,0.000707505889036714,0,99.9844856150604,0,-3.36939384920635,0,-0.274106604571928,0.0925586511128678
2023,1,22,22,0.265961161223836,0,2.28926537317374,0.25,-1.76341923274232,0.375,24.4356597222222,0.458333333333333,0.000817368842670451,0.375,99.9820642440979,0.375,-3.51411319444444,0.375,-0.178651618383664,0.0873095428401722
2023,1,23,23,0.389629541806466,0.25,1.98222550436396,0.604166666666667,0.952275830733358,0.875,7.43895833333333,1,9.02156771067267e-05,0,99.9981185004862,0,-3.38169398258549,0,-0.304646129899436,0.0849834119070305
2023,1,24,24,0.259733310008001,0.479166666666667,3.53562618402778,0.729166666666667,0.236256119444444,0.6875,11.6265416666667,0.729166666666667,0.0020147608751776,0.604166666666667,99.951075909057,0.604166666666667,-3.71155772238383,0.604166666666667,-0.173980637983861,0.0857526720241402
2023,1,25,25,0.190612139820076,0,3.56290261805556,0,0.316844494444444,0,11.7177256944444,0,0.000103409219903084,0,99.9978250228973,0,-3.46488907157657,0,-0.0832713954006402,0.107340744419436
2023,1,26,26,0.201588911632349,0,3.05703895624121,0,-0.749087944620252,0,11.7527323082011,0,0.000104183468687139,0,99.9978142467283,0,-3.43319294363044,0,-0.0750748373069135,0.126514074325436
2023,1,27,27,0.379757509495498,0,0.819555375890336,0,-3.17134564067301,0,12.9416336805556,0,0.00013741726136292,0,99.9971011585123,0,-3.3455427799298,0,-0.232478045623248,0.14727946387225
2023,1,28,28,0.628219314483348,0,3.8567332180872,0,-4.41882154479167,0,12.9778125,0,0.00013903907058746,0,99.9970584822992,0,-3.45113819146271,0,-0.463733360530424,0.164485953952924
