TIMESTAMP_1,Ta_1_1_1,RH_1_1_1,Rg_1_1_1,Lwin_1_1_1,Lwout_1_1_1,Swin_1_1_1,Swout_1_1_1,P_1_1_1
yyyy-mm-dd HHMM,C,%,W+1m-2,W+1m-2,W+1m-2,W+1m-2,W+1m-2,mm
2023-04-29 1430,9.6,94.31386976,329.48,311.21,374.5,329.48,47.92,0
2023-04-29 1500,9.79,94.44737301,382.21,313.32,373.51,382.21,56.52,0
2023-04-29 1530,10.59,93.99236481,756.61,294.22,394.82,756.61,115.68,0
2023-04-29 1600,10.23,93.96309873,310.66,296.87,378.07,310.66,45.8,0
2023-04-29 1630,10.13,94.23727903,212.29,322.08,371.34,212.29,31.89,0
2023-04-29 1700,10.12,94.19229794,266.08,319.28,370.81,266.08,41.98,0
2023-04-29 1730,10.26,93.99634704,222.38,307.78,371.26,222.38,33.64,0
2023-04-29 1800,10.54,93.81912297,235.24,299,369.83,235.24,39.71,0
2023-04-29 1830,10.97,93.51104471,273.41,274.86,370.35,273.41,50.3,0
2023-04-29 1900,10.64,93.65368184,210.01,279.06,365.89,210.01,40.09,0
2023-04-29 1930,10.58,93.92678806,100.06,265.55,355.12,100.06,20.78,0
2023-04-29 2000,9.48,94.97321717,53.61,263.51,345.99,53.61,9.8,0
2023-04-29 2030,6.27,96.36871945,8.93,259.83,332.86,8.93,1.23,0
2023-04-29 2100,3.77,98.07283917,0,256.52,323.84,0,0.08,0
2023-04-29 2130,2.48,98.33581826,0,253.66,320.19,0,0.88,0
2023-04-29 2200,1.82,98.35725239,0,250.85,316.71,0,1.62,0
2023-04-29 2230,0.68,99.45325211,0,256.65,314.48,0,1.61,0
2023-04-29 2300,0.15,99.48765201,0,261.16,312.72,0,2.19,0
2023-04-29 2330,-0.4,99.62964247,0,265.78,310.95,0,1.94,0
2023-04-30 0000,-0.88,99.64974989,0,269.65,309.29,0,1.66,0
2023-04-30 0030,-1.35,99.63621512,0,270.91,307.4,0,1.74,0
2023-04-30 0100,-1.5,99.48128862,0,270.98,306.22,0,2,0
2023-04-30 0130,-1.66,99.51472281,0,271.68,304.46,0,2.36,0
2023-04-30 0200,-2.09,99.56117269,0,271.79,302.98,0,1.81,0
2023-04-30 0230,-2.33,99.61420825,0,273.01,302.75,0,1.43,0
2023-04-30 0300,-2.69,99.60464452,0,272.16,301.64,0,1.44,0
2023-04-30 0330,-2.87,99.61967787,0,271.23,300.36,0,1.78,0
2023-04-30 0400,-3.09,99.56228016,0,273.11,299.59,0,1.86,0
2023-04-30 0430,-3.1,99.37403876,0,275.06,297.89,0,2.48,0
2023-04-30 0500,-3.44,99.50443082,0,276.91,297.58,0,2.56,0
2023-04-30 0530,-3.56,99.45194778,8.11,278.33,297.74,8.11,3.77,0
2023-04-30 0600,-2.44,99.23800431,65.95,282.56,302.05,65.95,11.14,0
2023-04-30 0630,0.73,98.70732434,132.36,288.95,310.86,132.36,22.99,0
2023-04-30 0700,1.66,98.28353849,182.96,282.02,319,182.96,32.48,0
2023-04-30 0730,4.35,96.93136552,238.82,253.78,328.4,238.82,42.72,0.1
2023-04-30 0800,6.73,95.57198753,307.32,258.59,338.48,307.32,52.7,0
2023-04-30 0830,8.59,94.57122079,378.61,264.09,348.78,378.61,63.24,0
2023-04-30 0900,9.3,94.22786128,436.66,268.63,356.61,436.66,72.49,0
2023-04-30 0930,10.18,94.05867657,535.36,270.28,367.28,535.36,83.95,0
2023-04-30 1000,11.28,93.89210529,603.27,271.49,377.93,603.27,91.92,0
2023-04-30 1030,11.92,93.72229401,671.3,274.04,386.29,671.3,99.6,0
2023-04-30 1100,12.1,93.55750317,708.66,275.34,388.26,708.66,104.34,0
2023-04-30 1130,12.6,93.48556161,711.05,278.45,394.39,711.05,103.4,0
2023-04-30 1200,12.85,93.44470405,727.15,282.01,398.17,727.15,105.68,0
2023-04-30 1230,13.18,93.41417238,714.48,285.28,400.81,714.48,103.92,0
2023-04-30 1300,13.48,93.33420617,729,288.52,402.26,729,107.18,0
2023-04-30 1330,14.07,93.31158028,711.89,292.89,406.8,711.89,105.47,0
2023-04-30 1400,14.33,93.23188882,771.82,289.96,408.56,771.82,115.51,0
2023-04-30 1430,14.49,93.16084,649.7,292.39,406.28,649.7,98.32,0
2023-04-30 1500,14.81,93.05745369,599,298.27,406.12,599,91.86,0
2023-04-30 1530,14.99,93.03770325,595.04,302.45,404.54,595.04,92.66,0
2023-04-30 1600,15.07,92.94670675,552.34,297.83,405.09,552.34,87.38,0
2023-04-30 1630,14.95,93.00811974,438.14,297.2,397.93,438.14,70.78,0
2023-04-30 1700,15.25,92.98623503,412.02,306.87,397.46,412.02,66.82,0
2023-04-30 1730,14.95,93.012384,237.75,301.77,388.44,237.75,38.31,0
2023-04-30 1800,14.78,93.09507838,187.47,291.9,381.2,187.47,31.66,0
2023-04-30 1830,14.84,93.02487236,233.19,295.59,381.38,233.19,41.68,0
2023-04-30 1900,14.72,93.02875132,191.82,307.76,379.65,191.82,34.74,0
2023-04-30 1930,14.15,93.30732504,108.01,297.21,371.68,108.01,21.61,0
2023-04-30 2000,11.99,94.12054212,28,282.76,358.4,28,5,0
2023-04-30 2030,10.76,94.4747458,5.21,284.59,350.81,5.21,1.5,0
2023-04-30 2100,10.08,94.6147087,0,289.08,347.4,0,0.32,0
2023-04-30 2130,9.2,94.8956056,0,278.65,341.95,0,0.01,0
2023-04-30 2200,8.87,95.12419326,0,275.63,339.5,0,0.68,0
2023-04-30 2230,7.52,96.45875374,0,277.54,336.93,0,0.31,0
2023-04-30 2300,7.39,96.80738477,0,279.19,336.75,0,0.82,0
2023-04-30 2330,6.58,97.13322769,0,272.12,328.33,0,0.41,0
2023-05-01 0000,5.66,97.56890449,0,269.41,325.94,0,0.87,0
2023-05-01 0030,5.01,97.93779426,0,274.91,327.92,0,0.83,0
2023-05-01 0100,4.88,98.08659053,0,271.99,328.85,0,1.03,0
2023-05-01 0130,5.04,98.1364237,0,288.21,331.56,0,0.98,0
2023-05-01 0200,5.38,98.06031144,0,300.36,334.56,0,0.69,0
2023-05-01 0230,5.73,97.92041777,0,321.09,337.8,0,0.62,0
2023-05-01 0300,5.59,98.05972091,0,325.2,338.85,0,0.73,0
2023-05-01 0330,4.88,98.6574917,0,330.93,337.86,0,0.88,0
2023-05-01 0400,4.44,98.93033621,0,330.99,336.64,0,1.14,0.1
2023-05-01 0430,4.16,99.16426812,0,333.99,335.79,0,1.42,0.5
2023-05-01 0500,4.02,99.13876635,0,332.76,334.7,0,1.39,0.1
2023-05-01 0530,3.93,99.38705218,2.09,332.74,335.01,2.09,1.13,0
2023-05-01 0600,3.72,99.43630538,13.96,331.59,334.4,13.96,2.43,0
2023-05-01 0630,3.22,99.42674637,30.29,329.25,333.15,30.29,4.28,0
2023-05-01 0700,2.94,99.28976161,79.16,326.41,333.1,79.16,11.6,0
2023-05-01 0730,2.98,99.08312134,171.25,323.82,335.27,171.25,26.25,0
2023-05-01 0800,3.08,98.70017714,244.17,318.94,337.73,244.17,38.03,0
2023-05-01 0830,3.21,98.33717999,314.83,313.88,340.38,314.83,50.94,0
2023-05-01 0900,4.2,97.56811333,491.49,312.27,351.24,491.49,81.06,0
2023-05-01 0930,4.88,96.96821822,402.68,312.03,352.46,402.68,63.04,0
2023-05-01 1000,5.53,96.52752559,538.02,305.84,359.75,538.02,83.81,0
2023-05-01 1030,5.28,96.58710901,372.87,308.49,353.3,372.87,56.6,0
2023-05-01 1100,5.45,96.4118662,458.8,307.62,359.83,458.8,68.96,0
2023-05-01 1130,4.85,96.60171336,216.16,314.9,349.38,216.16,32.8,0
2023-05-01 1200,5.2,96.63285215,301.63,312.89,352.84,301.63,45.94,0
2023-05-01 1230,5.5,96.34608502,446.51,306.65,359.54,446.51,66.81,0
2023-05-01 1300,5.76,96.09631009,258.06,316.35,354.83,258.06,38.99,0
2023-05-01 1330,5.79,96.27925873,297.54,314.25,353.81,297.54,45.54,0
2023-05-01 1400,6.75,95.76069407,640.34,295.16,367.15,640.34,98.03,0
2023-05-01 1430,7.21,95.36701186,458.34,307.2,366.65,458.34,69.91,0
2023-05-01 1500,7.68,95.12914758,690.78,278.17,371.73,690.78,107.63,0
2023-05-01 1530,8.07,94.85568718,449.14,314.69,368.96,449.14,71.89,0
2023-05-01 1600,8.62,94.41004435,644.32,296.56,374.35,644.32,105.58,0
2023-05-01 1630,8.73,94.27130604,413.19,297.08,367.49,413.19,67.63,0
2023-05-01 1700,8.93,93.98336845,411.57,282.99,366.22,411.57,69.35,0
2023-05-01 1730,9.34,93.92920878,432.4,293.38,370.3,432.4,75.73,0
2023-05-01 1800,8.84,94.03939861,194.86,290.67,357.67,194.86,32.02,0
2023-05-01 1830,7.69,94.63451385,124.69,283.34,348.34,124.69,21.22,0
2023-05-01 1900,8.09,94.34705317,212.15,262.08,350.94,212.15,43.2,0
2023-05-01 1930,8.05,94.09076025,127.09,256.01,344.78,127.09,27.9,0
2023-05-01 2000,7.48,94.20719023,65.64,254.7,338.23,65.64,14.21,0
2023-05-01 2030,5.87,94.92131019,6.74,254.21,325.37,6.74,1.43,0
2023-05-01 2100,3.13,96.87838776,0,251.4,318.26,0,-0.17,0
2023-05-01 2130,1.6,97.83956862,0,248.79,314.69,0,0.43,0
2023-05-01 2200,0.14,98.38429434,0,246.27,312,0,1.74,0
2023-05-01 2230,0.35,98.56041076,0,245.07,310.01,0,1.82,0
2023-05-01 2300,-0.88,99.00141705,0,244.13,308.58,0,2.11,0
2023-05-01 2330,-1.49,99.30869035,0,243.92,307.31,0,1.71,0
2023-05-02 0000,-1.66,99.2743902,0,245.28,305.59,0,2.21,0
2023-05-02 0030,-1.93,99.34128048,0,251.92,303.92,0,2.45,0
2023-05-02 0100,-2.41,99.49398677,0,255.44,302.87,0,2.26,0
2023-05-02 0130,-2.59,99.43678432,0,258.02,302.14,0,1.65,0
2023-05-02 0200,-2.74,99.40941521,0,258.73,301.48,0,1.73,0
2023-05-02 0230,-2.8,99.33602286,0,260.38,300.55,0,1.68,0
2023-05-02 0300,-2.98,99.4783183,0,264.69,300.39,0,1.59,0
2023-05-02 0330,-2.66,99.53732584,0,293.55,305.4,0,1.57,0
2023-05-02 0400,-1.67,99.49999575,0.11,301.92,309.86,0.11,1.3,0
2023-05-02 0430,-1.08,99.31533294,0,305.08,312.6,0,1.32,0
2023-05-02 0500,0.6,97.9915037,0.84,307.81,315.49,0.84,3.32,0
2023-05-02 0530,2.86,96.34875742,2.68,310.5,319.05,2.68,3.39,0
2023-05-02 0600,3.44,95.84965758,12.29,312.96,321.39,12.29,2.22,0
2023-05-02 0630,3.72,95.65797234,26.84,314.88,323.72,26.84,4.05,0
2023-05-02 0700,3.97,95.52752757,58.4,313.05,326.05,58.4,9.03,0
2023-05-02 0730,4.63,95.30191923,130.67,309.08,330.73,130.67,20.3,0
2023-05-02 0800,5.27,95.0892775,183.47,284.59,333.99,183.47,29.4,0
2023-05-02 0830,6.74,94.73563958,416.46,262.84,347.71,416.46,71.51,0
2023-05-02 0900,8.22,94.36570478,393.3,290.21,358.52,393.3,63.93,0
2023-05-02 0930,9.42,94.04377032,562.49,271.17,369.12,562.49,91.94,0
2023-05-02 1000,10.98,93.78236887,627.91,279.39,380.21,627.91,98.95,0
2023-05-02 1030,11.75,93.53005373,599.28,282.36,384.2,599.28,91.92,0
2023-05-02 1100,12.16,93.36100372,721.44,279.12,388.86,721.44,108.96,0
2023-05-02 1130,12.84,93.35022872,770.51,280.26,395.9,770.51,114.65,0
2023-05-02 1200,13.47,93.31945726,793.57,283.07,400.02,793.57,117.39,0
2023-05-02 1230,14.02,93.30360653,819.13,285.27,403.23,819.13,121.7,0
2023-05-02 1300,14.31,93.22121865,819.97,285.97,404.46,819.97,122.46,0
2023-05-02 1330,14.66,93.20210578,799.25,289.1,404.33,799.25,120.88,0
2023-05-02 1400,15.3,93.16625538,794.42,289.93,406.49,794.42,121.08,0
2023-05-02 1430,15.75,93.16259524,737.92,292.19,407.93,737.92,114.07,0
2023-05-02 1500,15.91,93.06150906,671.25,300.28,403.4,671.25,105.98,0
2023-05-02 1530,15.84,93.06761831,501.82,306.7,396.15,501.82,80.2,0
2023-05-02 1600,16.16,93.03689555,564.33,309.18,397.8,564.33,92.39,0
2023-05-02 1630,16.67,93.03364263,599.07,293.86,401.26,599.07,101.13,0
2023-05-02 1700,16.49,93.00659482,513.56,292.01,395.06,513.56,88.62,0
2023-05-02 1730,16.14,93.06021114,354.93,294.21,385.86,354.93,62.13,0
2023-05-02 1800,16.02,93.06148104,293.9,291.51,381.84,293.9,53.03,0
2023-05-02 1830,15.6,93.11201672,183.41,297.94,374.89,183.41,32.55,0
2023-05-02 1900,15.1,93.21986782,101.16,308.7,369.93,101.16,17.16,0
2023-05-02 1930,14.75,93.34072411,77.82,311.89,367.62,77.82,13.74,0
2023-05-02 2000,14.48,93.3699738,56.35,312.76,365.1,56.35,10.95,0
2023-05-02 2030,14.05,93.43622924,10.77,306.57,360.59,10.77,2.27,0
2023-05-02 2100,13.49,93.59486869,0,308.63,357.53,0,-0.02,0
2023-05-02 2130,13.17,93.66582214,0,303.81,355.42,0,-0.09,0
2023-05-02 2200,12.82,93.75790557,0,302.8,353.87,0,-0.13,0
2023-05-02 2230,12.58,93.80794443,0,299.51,352.75,0,0.03,0
2023-05-02 2300,12.39,93.85320949,0,309.63,352.79,0,-0.11,0
2023-05-02 2330,12.35,93.8865167,0,326.49,354.43,0,-0.16,0
2023-05-03 0000,12.34,93.92752049,0,338.34,355.84,0,-0.34,0
2023-05-03 0030,12.33,93.99527985,0,344.11,356.6,0,-0.23,0
2023-05-03 0100,12.35,94.04486792,0,347.11,357.21,0,-0.34,0
2023-05-03 0130,12.25,94.13597509,0,339.02,356.49,0,-0.34,0
2023-05-03 0200,11.64,95.23684145,0,336.09,355.83,0,-0.46,0
2023-05-03 0230,11.1,96.50309889,0,350.35,358.05,0,-0.24,0
2023-05-03 0300,10.26,97.14982139,0,347.91,356.83,0,-0.28,0
2023-05-03 0330,9.87,97.38189748,0,339.32,355.41,0,0,0
2023-05-03 0400,9.49,97.54421204,0,333.34,353.2,0,0.15,0
2023-05-03 0430,9.26,97.62830064,0,332.4,352.45,0,0.09,0
2023-05-03 0500,8.52,97.92849969,0,343.27,351.44,0,0.4,0
2023-05-03 0530,6.97,98.25901315,1.24,340.98,346.55,1.24,1.3,0
2023-05-03 0600,6.52,98.35690662,11.65,336.9,345.54,11.65,2.28,0
2023-05-03 0630,5.92,97.87914866,56.21,318.16,343.68,56.21,9.61,0
2023-05-03 0700,5.48,97.06284538,119.17,288.38,341.71,119.17,20.46,0
2023-05-03 0730,5.06,96.89391202,135.99,292.74,341.22,135.99,22.65,0
2023-05-03 0800,4.77,96.77779873,184.96,291.14,341.96,184.96,30.51,0
2023-05-03 0830,4.81,96.60970366,206.18,298.48,344.68,206.18,33.73,0
2023-05-03 0900,4.83,96.51066958,289.74,295.34,348.27,289.74,47.68,0
2023-05-03 0930,4.62,96.55500217,196.94,306.69,347.43,196.94,31.25,0
2023-05-03 1000,4.68,96.37316755,420.36,293.14,354.29,420.36,67.96,0
2023-05-03 1030,5.26,96.23862228,430.11,294.68,361.24,430.11,68.17,0
2023-05-03 1100,5.81,96.08691248,669.65,277.89,371.38,669.65,105.35,0
2023-05-03 1130,5.86,96.11588206,651.1,277.1,373.63,651.1,100.74,0
2023-05-03 1200,6.29,95.95469019,766.31,266.72,382.15,766.31,117.22,0
2023-05-03 1230,7.41,95.74761694,870.9,261.38,392.84,870.9,132.8,0
2023-05-03 1300,8.1,95.48310288,798.88,276.84,395.89,798.88,122.83,0
2023-05-03 1330,8.93,95.15975591,878.3,295.84,403.05,878.3,137.44,0
2023-05-03 1400,8.32,95.34740176,525.79,294.75,383.63,525.79,81.38,0
2023-05-03 1430,8.12,95.1907756,398.3,302.63,372.85,398.3,62.87,0
2023-05-03 1500,8.35,94.99184591,400.56,310.9,371.78,400.56,64.56,0
2023-05-03 1530,8.72,94.93991755,561.07,295.1,380.27,561.07,90.88,0
2023-05-03 1600,8.78,94.60435007,497.17,292.45,377.12,497.17,82.12,0
2023-05-03 1630,8.95,94.33265112,346.64,292.09,371.79,346.64,57.08,0
2023-05-03 1700,8.84,94.29353646,241.56,294.31,366.67,241.56,39.1,0
2023-05-03 1730,8.77,94.25193261,222.33,310.38,362.52,222.33,38.05,0
2023-05-03 1800,9.08,94.39148927,272.13,289.7,364.91,272.13,48.79,0
2023-05-03 1830,8.97,94.33672566,165.22,286.25,357.21,165.22,30.03,0
2023-05-03 1900,9.08,94.2824441,207.75,273.6,358.42,207.75,41.74,0
2023-05-03 1930,8.1,94.51973644,61.35,265.74,345.11,61.35,11.49,0
2023-05-03 2000,8.06,94.65147846,75.74,264.72,343.13,75.74,17.07,0
2023-05-03 2030,7.01,94.98635318,17.95,257.7,330.32,17.95,3.92,0
2023-05-03 2100,4.31,96.6950186,0,254.73,320.5,0,-0.45,0
2023-05-03 2130,1.97,97.88858496,0,250.78,315.92,0,0.52,0
2023-05-03 2200,0.69,98.36778099,0,247.62,312.83,0,1.63,0
2023-05-03 2230,0.3,98.92201495,0,244.85,310.57,0,1.34,0
2023-05-03 2300,-0.82,98.99964495,0,243.99,308.69,0,2.13,0
2023-05-03 2330,-1.36,99.12758621,0,243,307.34,0,2.21,0
2023-05-04 0000,-1.71,99.12033834,0,242.52,305.42,0,2.09,0
2023-05-04 0030,-1.82,99.32580011,0,248.02,304.03,0,2.63,0
2023-05-04 0100,-1.99,99.30426011,0,253.6,302.76,0,2.42,0
2023-05-04 0130,-2.29,99.37157531,0,256.88,301.64,0,2.53,0
2023-05-04 0200,-2.45,99.41826294,0,259.38,300.67,0,2.05,0
2023-05-04 0230,-2.96,99.47428612,0,261.07,299.53,0,1.82,0
2023-05-04 0300,-3.16,99.35382759,0,260.39,298.65,0,1.92,0
2023-05-04 0330,-3.45,99.40579104,0,258.81,297.45,0,1.83,0
2023-05-04 0400,-3.48,99.49851723,0,260.64,296.82,0,1.64,0
2023-05-04 0430,-3.76,99.37890208,0,260.57,296.21,0,2,0
2023-05-04 0500,-4.06,99.55817842,0,260.3,295.47,0,1.96,0
2023-05-04 0530,-3.22,99.09827589,16.45,262.38,296.4,16.45,5.18,0
2023-05-04 0600,-1.84,98.73670845,60.3,265.39,301.9,60.3,13.8,0
2023-05-04 0630,-0.91,98.74861473,116.89,262,309.71,116.89,27.02,0
2023-05-04 0700,1.61,98.61193677,193.76,246.27,317.53,193.76,36.75,0
2023-05-04 0730,3.74,97.1230184,267.66,250.26,327.87,267.66,47.19,0
2023-05-04 0800,5.08,96.52080837,335.85,254.59,337.5,335.85,58.81,0
2023-05-04 0830,6.4,96.07605086,412.54,258.83,348.47,412.54,70.26,0
2023-05-04 0900,7.64,95.75391719,531.88,269.72,362.05,531.88,90.43,0
2023-05-04 0930,8.37,95.57095196,431.23,310.32,368.18,431.23,68.6,0
2023-05-04 1000,8.1,95.53306533,310.2,317.15,361.52,310.2,48.52,0
2023-05-04 1030,7.96,95.86694923,240.55,324.2,360.11,240.55,37.39,0
2023-05-04 1100,8,95.99218588,524.88,294.79,372.85,524.88,81.07,0
2023-05-04 1130,8.84,95.75029669,605.48,320.49,386.96,605.48,94.33,0
2023-05-04 1200,8.34,95.93373884,291.47,319.28,368.62,291.47,44.88,0
2023-05-04 1230,8.48,96.00332115,492.81,297.97,379.01,492.81,75.15,0
2023-05-04 1300,8.75,95.57693252,279.96,313.55,370.72,279.96,42.18,0
2023-05-04 1330,10.09,95.06217621,595.68,291.08,389.33,595.68,91.14,0
2023-05-04 1400,10.75,94.54122435,844.45,306.72,398.62,844.45,133.85,0
2023-05-04 1430,10.28,94.49151938,329.07,321.04,382.41,329.07,51.09,0
2023-05-04 1500,9.58,94.99554568,348.12,315.32,372,348.12,55.01,0
2023-05-04 1530,9.59,94.86968913,295.61,322.24,374.56,295.61,46,0
2023-05-04 1600,10.14,94.33505159,602.5,295.25,390.49,602.5,100.34,0
2023-05-04 1630,10.65,94.14690818,402.62,307.72,390.16,402.62,65.52,0
2023-05-04 1700,10.28,94.0895162,177.27,319.36,371.07,177.27,27.99,0
2023-05-04 1730,9.5,94.4581674,198.36,318.63,364.63,198.36,32.51,0
2023-05-04 1800,9.65,94.23428166,136.33,320.5,363.14,136.33,22.33,0
2023-05-04 1830,10.59,93.8035897,274.78,295.15,369.73,274.78,52.84,0
2023-05-04 1900,10.34,93.69581908,174.6,277.49,359.75,174.6,33.86,0
2023-05-04 1930,8.79,94.43324371,67.95,286.22,349.87,67.95,11.66,0
2023-05-04 2000,8.2,94.95176219,39.63,308.21,347.84,39.63,7.49,0
2023-05-04 2030,7.91,95.06906442,8.4,317.77,345.39,8.4,2.04,0
2023-05-04 2100,7.86,94.885182,0,322.24,344.16,0,0.52,0
2023-05-04 2130,7.28,95.33225081,0,319.97,342.51,0,-0.03,0
2023-05-04 2200,6.3,95.88757333,0,302.3,337.96,0,0.12,0
2023-05-04 2230,5.76,96.07200409,0,313.08,336.94,0,0.2,0
2023-05-04 2300,5.48,96.19163727,0,318.02,336.62,0,0.06,0
2023-05-04 2330,4.74,96.93780268,0,315.67,334.68,0,0.3,0
2023-05-05 0000,4.08,97.11999333,0,319.05,333.23,0,0.15,0
2023-05-05 0030,2.96,97.80336243,0,319.87,328.39,0,1.52,0.1
2023-05-05 0100,2.56,97.8431842,0,309.58,324.38,0,1.48,0
2023-05-05 0130,2.29,98.06798345,0,316.14,324.41,0,1.29,0
2023-05-05 0200,2.45,97.7656183,0,316.63,325.21,0,1.22,0
2023-05-05 0230,2.22,97.92829322,0,316.8,324.66,0,0.88,0
2023-05-05 0300,2.22,97.98962814,0,316.43,324.33,0,0.74,0
2023-05-05 0330,1.89,98.28144161,0,315.72,324.31,0,0.76,0
2023-05-05 0400,1.85,97.5785356,0,313.26,322.98,0,0.87,0
2023-05-05 0430,1.71,96.91179531,0,309.16,321.35,0,0.73,0
2023-05-05 0500,1.28,97.04001294,0,301.4,319.15,0,0.78,0
2023-05-05 0530,0.69,96.86267885,6.55,270.42,315.23,6.55,1.97,0
2023-05-05 0600,0.6,96.98784547,23.4,229.91,312.18,23.4,4.95,0
2023-05-05 0630,0.31,96.89647823,120.95,227.06,315.6,120.95,24.72,0
2023-05-05 0700,1.01,96.03488128,197.35,226.66,320.86,197.35,37.91,0
2023-05-05 0730,1.7,95.15330638,276.43,228.8,326.99,276.43,51.48,0
2023-05-05 0800,2.39,94.54925855,357.81,231.82,334.05,357.81,64.75,0
2023-05-05 0830,2.72,94.41058963,441.93,233.59,338.84,441.93,78.57,0.1
2023-05-05 0900,3.21,94.35242663,518.22,235.98,348.31,518.22,89.92,0
2023-05-05 0930,3.48,94.25302008,579.26,237.47,354.23,579.26,97.59,0
2023-05-05 1000,3.86,94.16417629,651,240.15,358.83,651,106.95,0
2023-05-05 1030,4.26,94.0535103,695.11,243.89,364.78,695.11,111.56,0
2023-05-05 1100,4.79,93.94651158,798.02,251.23,376.93,798.02,126.29,0
2023-05-05 1130,5.21,93.83420498,815.83,250.95,380.29,815.83,127.93,0
2023-05-05 1200,5.51,93.73101704,769.1,265.24,381.33,769.1,120.47,0
2023-05-05 1230,5.44,93.72065279,639.95,273.54,375.32,639.95,100.74,0
2023-05-05 1300,5.39,93.53009287,511.18,286.48,366.85,511.18,81.76,0
2023-05-05 1330,5.57,93.38747004,435.68,295.7,365.63,435.68,70.09,0
2023-05-05 1400,5.41,93.52814861,357.49,298.72,360.25,357.49,57.59,0
2023-05-05 1430,5.73,93.66457221,406.73,297.01,363.26,406.73,67.62,0
2023-05-05 1500,5.77,93.80400482,415.02,290.83,364.16,415.02,66.6,0
2023-05-05 1530,5.78,93.61663765,352.04,291.11,358.65,352.04,57.35,0
2023-05-05 1600,6.11,93.50338165,608.74,277.38,369.56,608.74,102.64,0
2023-05-05 1630,5.84,93.81630316,364.72,281.86,360.52,364.72,61.15,0
2023-05-05 1700,5.57,93.70902382,274.26,274.31,350.94,274.26,46.98,0
2023-05-05 1730,5.41,93.7521546,286.87,275.08,348.14,286.87,50.9,0
2023-05-05 1800,4.83,94.08720763,213.16,262.38,342.74,213.16,37.5,0
2023-05-05 1830,4.83,94.04089448,236.4,252.86,342.73,236.4,45.49,0
2023-05-05 1900,4.31,94.81680111,257.89,262.56,341.69,257.89,53.36,0
2023-05-05 1930,3.94,94.51220052,67.59,244.56,331.03,67.59,12.3,0
2023-05-05 2000,3.37,94.92342384,48.99,266.68,326.95,48.99,10.25,0
2023-05-05 2030,2.35,95.77505585,14.61,257.39,321.1,14.61,3.28,0
2023-05-05 2100,1.23,96.21408806,0,239.44,312.69,0,1.7,0
2023-05-05 2130,0.57,97.03533413,0,235.25,309.81,0,1.39,0
2023-05-05 2200,-1.21,97.66934472,0,241.39,307.95,0,1.35,0
2023-05-05 2230,-1.08,97.54297285,0,234.21,306.48,0,1.69,0
2023-05-05 2300,-1.22,97.57310122,0,236.32,305.17,0,2.29,0
2023-05-05 2330,-0.84,97.24729339,0,235.51,305.8,0,1.89,0
2023-05-06 0000,-1.23,97.56617836,0,228.21,304.52,0,1.72,0
2023-05-06 0030,-1.53,97.83519666,0,227.88,304.12,0,1.8,0
2023-05-06 0100,-1.41,97.92954355,0,227.59,304.55,0,1.73,0
2023-05-06 0130,-1.73,98.08669105,0,226.32,301.56,0,1.67,0
2023-05-06 0200,-2.06,98.16062,0,225.17,298.81,0,1.91,0
2023-05-06 0230,-2.7,98.39459747,0,223.51,297.49,0,1.64,0
2023-05-06 0300,-3.25,98.65893221,0,222.08,295.9,0,1.74,0
2023-05-06 0330,-3.61,98.81605452,0,220.54,293.31,0,1.67,0
2023-05-06 0400,-3.43,98.78869519,0,220.06,291.84,0,2.07,0
2023-05-06 0430,-3.96,99.01228069,0,220.47,291.04,0,1.67,0
2023-05-06 0500,-4.07,99.14023222,0,220.74,292.42,0,2.11,0
2023-05-06 0530,-4.02,99.05243864,21.91,220.78,294.45,21.91,5.84,0
2023-05-06 0600,-3.35,98.84067202,74.83,221.54,297.65,74.83,14.91,0
2023-05-06 0630,-2.74,98.9197088,140.59,222.54,304.42,140.59,28.34,0
2023-05-06 0700,-1.94,98.68762965,206.38,224.04,310.12,206.38,42.22,0
2023-05-06 0730,-1.15,98.32698815,277.39,226.1,315.77,277.39,53.56,0
2023-05-06 0800,-0.06,97.48760239,356.3,228.61,321.78,356.3,65.47,0
2023-05-06 0830,0.94,96.1690626,436.52,230.99,327.55,436.52,77.85,0
2023-05-06 0900,1.73,95.27642571,516.07,232.22,333.97,516.07,90.45,0
2023-05-06 0930,2.33,94.7319724,600.24,235.93,341.56,600.24,102.05,0
2023-05-06 1000,2.53,94.46627491,541.38,255.1,346.25,541.38,88.69,0
2023-05-06 1030,2.83,94.14619972,449.13,274.65,345.26,449.13,73.3,0
2023-05-06 1100,2.76,94.18060344,289.86,290.04,340.16,289.86,46.53,0
2023-05-06 1130,3.07,94.09497201,337.59,290.7,343.23,337.59,53.99,0
2023-05-06 1200,2.84,94.05799535,226.73,294.84,336.48,226.73,36.48,0
2023-05-06 1230,3.14,94.23682439,294.14,295.27,342.54,294.14,46.6,0
2023-05-06 1300,2.9,94.40246422,315.05,293.83,341.74,315.05,50.6,0
2023-05-06 1330,3.45,94.36882513,407.52,293.17,351.92,407.52,64.6,0
2023-05-06 1400,3.25,94.4266671,275.75,297.59,344.1,275.75,44.18,0
2023-05-06 1430,2.93,95.13900239,284.14,296.87,342.65,284.14,45.62,0
2023-05-06 1500,3.13,95.02318907,362.99,291.05,347.86,362.99,58.12,0
2023-05-06 1530,3.76,94.65969447,404.2,283.44,354.93,404.2,65.64,0
